,Abastecimento de Água - Nível de Atendimento - Censo Demográfico (Em %),Coleta de Lixo - Nível de Atendimento - Censo Demográfico (Em %),Esgoto Sanitário - Nível de Atendimento - Censo Demográfico (Em %),Consumo de Energia Elétrica - Total (Em MWh),Consumo de Energia Elétrica - Industrial (Em MWh),Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh),Consumo de Energia Elétrica - Rural (Em MWh),Consumo de Energia Elétrica - Residencial (Em MWh),Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh),Taxa Geométrica de Crescimento Anual da População - 2010/2020 (Em % a.a.),Empregos Formais de Homens ,Empregos Formais de Mulheres ,Empregos Formais das Pessoas de até 24 Anos ,Empregos Formais das Pessoas de 25 a 39 Anos ,Empregos Formais das Pessoas de 40 a 59 Anos ,Empregos Formais das Pessoas de 60 Anos e Mais ,Empregos Formais das Pessoas com Ensino Fundamental Incompleto ,Empregos Formais das Pessoas com Ensino Fundamental Completo ,Empregos Formais das Pessoas com Ensino Médio Completo ,Empregos Formais das Pessoas com Ensino Superior Completo ,Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura ,Empregos Formais da Indústria ,Empregos Formais da Construção ,Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas ,Empregos Formais dos Serviços ,Participação dos Empregos Formais da Agricultura. Pecuária. Produção Florestal. Pesca e Aquicultura no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Indústria no Total de Empregos Formais (Em %),Participação dos Empregos Formais da Construção no Total de Empregos Formais (Em %),Participação dos Empregos Formais do Comércio Atacadista e Varejista e do Comércio e Reparação de Veículos Automotores e Motocicletas no Total de Empregos Formais (Em %),Participação dos Empregos Formais dos Serviços no Total de Empregos Formais (Em %),Frota de Veículos - Total ,Número de Habitantes por Total de Veículos ,Frota de Automóveis ,Número de Habitantes por Automóvel ,Frota de Ônibus ,Frota de Caminhões ,Frota de Reboques ,Frota de Motocicletas e Assemelhados ,Frota de Microônibus e Camionetas ,Frota de Veículos de Outro Tipo ,Índice de Desenvolvimento Humano Municipal - IDHM ,Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ,Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ,Índice de Desenvolvimento Humano Municipal - IDHM Educação ,Índice de Desenvolvimento Humano Municipal - IDHM Renda ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Riqueza ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Longevidade ,Índice Paulista de Responsabilidade Social - IPRS - Dimensão Escolaridade ,Leitos de Internação ,Leitos de Internação (Coeficiente por mil habitantes),Leitos SUS ,Leitos SUS (Coeficiente por mil habitantes),Taxa de Natalidade (Por mil habitantes),Taxa de Fecundidade Geral (Por mil mulheres entre 15 e 49 anos),Índice de Envelhecimento (Em %),Óbitos Gerais (por local de residência) ,Taxa de Mortalidade Geral (por local de residência) (Por mil habitantes),Óbitos da População de 15 a 34 Anos ,Taxa de Mortalidade da População de 15 a 34 Anos (Por cem mil habitantes nessa faixa etária),Óbitos da População de 60 Anos e Mais ,Taxa de Mortalidade da População de 60 Anos e Mais (Por cem mil habitantes nessa faixa etária),PIB (Em mil reais correntes),PIB per Capita (Em reais correntes),Participação no PIB do Estado (Em %),População ,População Masculina ,População Feminina ,Razão de Sexos ,População Urbana ,População Rural ,Grau de Urbanização (Em %),População de 0 a 3 Anos ,População de 4 a 6 Anos ,População de 6 Anos ,População de 7 a 10 Anos ,População de 11 a 14 Anos ,População de 15 a 17 Anos ,População de 18 a 19 Anos ,Auxiliares de Enfermagem Registrados no COREN/SP ,Auxiliares de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Dentistas Registrados no CRO/SP ,Dentistas Registrados no CRO/SP (Coeficiente por dois mil habitantes),Enfermeiros Registrados no COREN/SP ,Enfermeiros Registrados no COREN/SP (Coeficiente por mil habitantes),Fonoaudiólogos registrados no CRFa/SP ,Fonoaudiólogos registrados no CRFa/SP (Coeficiente por mil habitantes),Médicos Registrados no CRM/SP ,Médicos Registrados no CRM/SP (Coeficiente por mil habitantes),Técnicos de Enfermagem Registrados no COREN/SP ,Técnicos de Enfermagem Registrados no COREN/SP (Coeficiente por mil habitantes),Técnicos de Prótese Dentária Registrados no CRO/SP ,Técnicos de Prótese Dentária Registrados no CRO/SP (Coeficiente por dois mil habitantes),Renda per Capita - Censo Demográfico (Em reais correntes),Domicílios Particulares com Renda per Capita até 1/2 Salário Mínimo - Censo Demográfico (Em %),Domicílios Particulares com Renda per Capita até 1/4 do Salário Mínimo - Censo Demográfico (Em %),Area,densidade
37,81.95,99.71,40.67,70572,4656,9210,5168,42326,9213,1.75,2980,2331,873,2370,1850,218,544,869,2951,947,430,1170,415,850,2446,8.1,22.03,7.81,16.0,46.06,20698,1.52,12005,2.61,35,680,440,4778,2729,31,0.7759999999999999,83,0.86,0.723,0.7509999999999999,34,74,57,321,10.07,0,0.0,11.76,43.85,76.96,251,8.0,14,137.62,179,3768.42,668033.96,21636.03,0.031513,32390,16012,16378,97.77,22263,10127,68.73,1801,1327,434,1641,1542,1223,939,150,4.71,46,2.89,56,1.76,10,0.31,98,3.07,81,2.54,4,0.25,763.31,20.64,6.81,255.327,126.85693248265949
38,96.44,99.67,90.71,20748,2517,1729,6686,7675,2141,0.45,878,630,222,556,614,116,171,462,687,188,341,353,23,185,606,22.61,23.41,1.53,12.27,40.19,4301,1.89,2314,3.51,35,218,135,841,756,2,0.7440000000000001,274,0.84,0.6829999999999999,0.718,34,80,62,29,3.55,18,2.21,8.49,34.48,126.08,79,9.72,1,41.58,66,3889.22,213434.9,26369.52,0.010068,8196,4121,4075,101.13,6875,1321,83.88,361,268,88,347,352,300,221,18,2.21,17,4.17,19,2.33,6,0.74,1,0.12,27,3.31,2,0.49,616.98,21.22,7.1,506.226,16.190397174384564
39,99.31,99.59,86.91,4459,1,484,1324,2031,618,0.39,369,173,44,172,279,47,157,123,183,79,213,9,0,34,286,39.3,1.66,0.0,6.27,52.77,1541,2.47,978,3.89,8,58,20,298,179,0,0.6970000000000001,590,0.8029999999999999,0.672,0.627,22,61,44,0,0.0,0,0.0,12.87,47.76,63.82,45,11.82,2,160.13,34,6488.55,43011.88,11351.78,0.002029,3843,1901,1942,97.89,2577,1266,67.06,223,165,54,209,210,177,131,7,1.83,2,1.05,8,2.09,1,0.26,2,0.52,13,3.4,0,0.0,356.22,45.98,18.74,305.2270000000001,12.590629269363456
40,98.86,99.89,98.97,11049,525,1585,273,6710,1957,0.26,662,547,155,464,517,73,133,359,547,170,378,86,12,243,490,31.27,7.11,0.99,20.1,40.53,5065,2.13,3301,3.27,147,213,218,655,530,1,0.695,599,0.823,0.594,0.6859999999999999,27,66,54,0,0.0,0,0.0,14.0,51.89,51.72,71,6.58,6,162.65,45,3737.54,134784.17,12534.56,0.006358,10857,5558,5299,104.89,10062,795,92.68,594,468,155,605,594,501,354,13,1.2,7,1.29,14,1.29,1,0.09,0,0.0,77,7.12,1,0.18,502.08,20.6,5.18,85.90700000000002,126.3808537138999
41,95.85,100.0,99.26,20137,7674,1573,1153,7451,2285,0.88,3002,759,482,1524,1564,191,1067,628,1600,466,1213,1732,22,186,608,32.25,46.05,0.58,4.95,16.17,5852,1.57,3214,2.85,185,378,560,764,748,3,0.733,362,0.813,0.6629999999999999,0.73,42,75,64,0,0.0,0,0.0,9.27,35.02,83.39,67,7.31,1,33.91,58,4154.73,720738.32,79219.42,0.033999,9320,4714,4606,102.34,8826,494,94.7,436,329,110,447,455,344,248,50,5.41,9,1.95,11,1.19,2,0.22,4,0.43,29,3.14,0,0.0,669.28,11.62,3.08,132.624,70.27385691880806
42,97.82,99.89,96.26,110331,37552,16706,8389,35800,11884,1.79,4696,4785,1684,4087,3348,362,1267,1660,5086,1468,810,2877,240,2385,3169,8.54,30.34,2.53,25.16,33.42,36619,1.4,21094,2.42,171,1282,755,8825,4487,5,0.7490000000000001,236,0.8270000000000001,0.6809999999999999,0.745,32,74,59,36,0.69,0,0.0,13.37,46.65,63.53,296,5.79,10,56.78,214,3443.84,1081069.43,21470.66,0.050997,52609,26120,26489,98.61,47632,4977,90.54,2621,1943,645,2562,2624,2116,1553,69,1.33,69,2.66,123,2.37,8,0.15,57,1.1,224,4.32,1,0.04,661.52,16.02,4.45,178.02599999999995,295.51301495287214
43,95.99,99.65,58.3,253448,121827,42926,2415,74449,11831,1.84,14291,8723,3649,10586,7987,792,1626,2956,14766,3666,158,9004,682,5257,7913,0.69,39.12,2.96,22.84,34.38,55560,1.56,34316,2.53,433,3739,1338,7117,8490,127,0.784,55,0.866,0.73,0.7609999999999999,42,65,57,92,1.04,24,0.27,15.74,55.8,51.09,514,5.93,39,131.59,315,3251.78,5311877.0,62283.11,0.250577,89744,44246,45498,97.25,86429,3315,96.31,5542,4302,1403,5065,4417,3794,2839,533,6.04,219,4.96,241,2.73,14,0.16,207,2.35,330,3.74,6,0.14,745.4,25.75,10.72,96.167,933.2099368806348
44,99.06,100.0,99.06,3547,11,299,1587,1185,465,-0.25,109,115,9,76,119,20,35,41,78,70,24,1,0,14,185,10.71,0.45,0.0,6.25,82.59,1078,1.65,622,2.85,5,30,70,225,126,0,0.735,345,0.8640000000000001,0.657,0.6990000000000001,25,94,78,0,0.0,0,0.0,9.58,40.09,144.53,13,7.33,0,0.0,10,2610.97,33181.28,18672.64,0.001565,1765,882,883,99.89,1322,443,74.9,67,52,17,69,68,60,45,0,0.0,2,2.26,6,3.39,0,0.0,1,0.57,10,5.65,0,0.0,422.34,25.53,7.54,69.373,25.442174909546946
45,99.16,99.85,98.52,185245,10084,53110,5979,85017,31056,0.64,11727,9840,3326,9317,8074,850,943,2297,13477,4850,278,1701,1179,7919,10490,1.29,7.89,5.47,36.72,48.64,78467,1.28,40667,2.46,400,2619,2612,23326,8810,33,0.805,14,0.865,0.7809999999999999,0.7709999999999999,36,74,62,285,2.83,160,1.59,12.0,45.88,97.89,821,8.19,27,87.17,621,3637.32,3303947.86,33175.17,0.155857,101381,49365,52016,94.9,96956,4425,95.64,4530,3596,1201,4729,4584,3441,2522,592,5.87,249,4.94,353,3.5,31,0.31,293,2.91,359,3.56,23,0.46,802.57,15.18,4.59,460.609,220.1020822432909
46,82.01,99.46,56.82,491928,188421,101736,26819,144738,30213,0.99,20920,18323,7106,17614,13115,1408,3642,6155,22506,6940,1868,10275,630,8894,17576,4.76,26.18,1.61,22.66,44.79,111378,1.23,65780,2.08,361,3104,1741,25129,15213,50,0.765,138,0.851,0.67,0.7859999999999999,43,74,65,192,1.39,55,0.4,15.55,58.41,76.12,1088,7.94,39,90.82,810,3944.87,6162799.32,45356.39,0.290718,139606,68437,71169,96.16,130756,8850,93.66,7381,6088,2005,7335,6373,5338,3945,513,3.71,376,5.44,352,2.54,43,0.31,364,2.63,617,4.46,27,0.39,871.55,15.76,5.64,478.521,291.7447719117865
47,98.15,98.63,96.92,24273,1476,5289,2640,11643,3225,0.19,1219,1498,376,1122,1092,127,232,406,1667,412,148,917,63,730,859,5.45,33.75,2.32,26.87,31.62,10640,1.36,5638,2.56,57,425,466,2642,1409,3,0.773,96,0.84,0.738,0.746,31,78,56,44,3.04,35,2.42,9.84,38.25,119.81,129,8.94,2,46.27,95,3538.18,294071.28,20410.28,0.013872,14471,7181,7290,98.5,13517,954,93.41,553,441,147,587,594,502,353,16,1.11,33,4.57,38,2.63,2,0.14,31,2.15,59,4.08,3,0.42,676.26,13.66,3.01,434.49800000000016,33.305101519454624
48,97.5,99.72,95.38,7533,232,916,2279,3157,949,0.65,696,479,151,403,544,77,315,213,544,103,468,58,2,109,538,39.83,4.94,0.17,9.28,45.79,1962,2.66,1138,4.59,25,115,122,258,303,1,0.7140000000000001,509,0.83,0.65,0.674,34,79,45,0,0.0,0,0.0,11.49,43.26,80.65,23,4.4,1,57.08,17,2125.0,263901.61,50838.3,0.012449,5288,2643,2645,99.92,3551,1737,67.15,262,188,63,255,270,212,156,8,1.52,1,0.38,6,1.14,0,0.0,0,0.0,30,5.71,0,0.0,474.78,32.52,12.27,540.689,9.78011389171964
49,99.52,99.97,99.31,14343,1149,1623,879,7939,2754,0.71,1204,583,222,744,732,89,477,414,681,215,126,900,23,255,483,7.05,50.36,1.29,14.27,27.03,5839,2.05,3121,3.83,74,251,398,1427,566,2,0.705,554,0.8170000000000001,0.623,0.688,32,73,58,0,0.0,0,0.0,12.39,51.59,61.52,71,5.94,2,44.36,44,3074.77,428071.64,36072.44,0.020193,12114,6637,5477,121.18,10243,1871,84.56,631,471,156,618,610,424,368,44,3.66,15,2.49,23,1.91,0,0.0,11,0.91,43,3.57,1,0.17,465.53,24.02,6.84,338.37,35.8010461920383
50,98.12,99.66,96.84,181516,18872,34539,26215,68920,32970,0.55,11658,10276,3630,9602,7778,924,2913,4447,11747,2827,2444,3648,775,6036,9031,11.14,16.63,3.53,27.52,41.17,63487,1.37,36436,2.38,295,1682,1960,15311,7794,9,0.767,127,0.866,0.695,0.7509999999999999,38,69,57,159,1.83,95,1.09,15.4,58.86,82.56,699,8.07,27,98.4,530,3915.77,2621040.06,30393.1,0.123642,87538,43336,44202,98.04,84509,3029,96.54,4175,3332,1114,4388,4308,3376,2453,430,4.94,178,4.09,171,1.96,21,0.24,180,2.07,114,1.31,9,0.21,723.28,17.27,5.22,1213.055,72.16325723071088
51,98.77,99.91,99.45,34154,2153,4720,2883,18903,5495,1.14,1627,1090,367,1138,1049,163,124,402,1821,370,119,472,271,648,1207,4.38,17.37,9.97,23.85,44.42,12487,1.28,7165,2.24,76,616,739,2297,1573,21,0.746,260,0.805,0.701,0.737,34,79,68,0,0.0,0,0.0,16.77,60.19,87.93,114,7.11,4,79.08,86,3633.29,318702.57,20053.02,0.015034,16329,8109,8220,98.65,15333,996,93.9,692,514,172,701,743,578,438,82,5.07,17,2.1,80,4.94,5,0.31,9,0.56,142,8.78,1,0.12,693.08,12.6,4.65,110.372,147.9451310114884
52,98.86,99.53,98.82,21454,6225,2280,1854,8407,2689,0.45,955,376,172,525,534,100,125,214,821,171,114,458,63,244,452,8.56,34.41,4.73,18.33,33.96,6113,1.38,3545,2.39,27,291,233,1089,926,2,0.7559999999999999,188,0.835,0.695,0.746,32,81,57,0,0.0,0,0.0,9.57,37.45,123.21,72,8.51,2,83.44,57,3486.24,203308.1,24120.07,0.009591,8524,4150,4374,94.88,7948,576,93.24,340,269,90,361,357,253,189,33,3.89,17,4.0,47,5.53,1,0.12,8,0.94,38,4.47,0,0.0,735.55,11.88,2.76,149.881,56.87178494939319
53,97.46,99.47,94.39,17453,4640,2168,1920,6823,1903,0.41,1187,529,160,630,798,128,346,389,731,250,258,233,250,253,722,15.03,13.58,14.57,14.74,42.07,4524,2.33,2788,3.79,39,219,85,741,650,2,0.733,362,0.872,0.653,0.693,29,79,31,15,1.41,15,1.41,9.38,36.67,85.85,98,9.28,6,188.8,80,4454.34,202203.89,19231.87,0.009539,10651,5251,5400,97.24,8994,1657,84.44,550,409,137,550,560,413,300,3,0.28,11,2.07,11,1.04,1,0.09,7,0.66,26,2.45,0,0.0,528.97,32.49,10.57,616.429,17.278551138898393
54,99.54,99.07,84.08,3865,27,483,666,1997,692,0.84,300,307,143,258,189,17,29,119,394,65,49,239,5,67,247,8.07,39.37,0.82,11.04,40.69,1235,2.69,747,4.46,14,36,26,249,163,0,0.711,528,0.82,0.649,0.6759999999999999,24,51,67,0,0.0,0,0.0,13.52,54.15,90.56,30,9.01,1,95.33,24,4033.61,79652.32,24129.75,0.003757,3383,1710,1673,102.21,2156,1227,63.73,172,119,39,167,182,151,110,8,2.38,1,0.6,1,0.3,0,0.0,0,0.0,6,1.79,0,0.0,446.88,36.16,14.01,153.142,22.09060871609356
55,98.77,99.89,98.44,9984,1256,1325,1017,5005,1381,1.01,355,354,94,261,305,49,124,156,294,135,57,177,26,52,397,8.04,24.96,3.67,7.33,55.99,3168,2.25,1819,3.93,41,132,139,747,290,0,0.6990000000000001,584,0.843,0.599,0.6759999999999999,27,73,51,0,0.0,0,0.0,13.72,53.49,73.53,44,6.16,2,84.42,35,3298.77,89432.72,12646.03,0.004219,7284,3651,3633,100.5,6230,1054,85.53,408,297,98,374,368,295,223,10,1.39,3,0.83,9,1.25,0,0.0,2,0.28,33,4.58,0,0.0,489.35,24.73,7.7,205.212,35.49500029238056
56,99.61,99.89,99.52,81759,18932,11624,12858,29371,8973,0.74,5264,3338,1262,3637,3214,489,1171,2475,3814,1142,599,3423,47,1868,2665,6.96,39.79,0.55,21.72,30.98,24504,1.37,13568,2.47,94,1081,848,5862,3038,13,0.75,232,0.867,0.662,0.736,40,74,65,51,1.51,34,1.01,12.34,48.22,96.35,266,7.93,7,65.98,212,3688.88,1146338.59,34409.08,0.054076,33993,16944,17049,99.38,32762,1231,96.38,1567,1170,388,1544,1592,1302,967,55,1.63,65,3.85,73,2.16,13,0.39,56,1.66,144,4.26,7,0.41,677.08,12.82,3.05,444.405,76.49103857967395
57,99.93,99.88,99.74,80145,14741,14926,545,32482,17451,-0.1,7599,3837,1408,4575,4722,731,1663,1968,6316,1489,221,5005,139,2034,4037,1.93,43.77,1.22,17.79,35.3,28346,1.23,16586,2.11,274,1159,1367,5567,3381,12,0.7879999999999999,40,0.8690000000000001,0.7390000000000001,0.762,40,69,59,91,2.6,59,1.69,9.98,38.1,113.32,277,7.92,14,140.59,194,3131.56,1387795.44,39650.17,0.065467,34914,17011,17903,95.02,34268,646,98.15,1386,1086,363,1439,1435,1134,824,69,1.97,71,4.06,66,1.89,11,0.31,50,1.43,278,7.96,6,0.34,729.78,12.37,3.2,150.121,232.57239160410597
58,94.97,96.86,65.62,3397,27,454,496,1959,463,0.54,475,236,156,307,227,21,314,71,245,81,372,4,4,45,286,52.32,0.56,0.56,6.33,40.23,2093,2.61,859,6.37,18,67,20,855,274,0,0.66,639,0.779,0.599,0.617,15,75,51,0,0.0,0,0.0,15.72,62.45,61.46,32,5.85,3,164.84,21,2777.78,81558.2,14995.07,0.003847,5530,2886,2644,109.15,1628,3902,29.44,333,241,80,315,320,248,190,5,0.91,2,0.73,2,0.36,0,0.0,0,0.0,8,1.45,0,0.0,303.98,56.02,27.24,405.681,13.631400040918848
59,97.03,100.0,76.58,6531,56,1343,758,3613,760,-0.06,316,315,56,252,289,34,36,174,280,141,46,15,16,104,450,7.29,2.38,2.54,16.48,71.32,1743,4.4,919,8.35,60,84,45,420,213,2,0.6409999999999999,644,0.792,0.532,0.625,20,73,33,0,0.0,0,0.0,10.55,42.83,67.41,53,6.9,4,161.81,35,2829.43,78283.04,10206.39,0.003693,7687,3971,3716,106.86,3591,4096,46.72,494,352,116,462,479,375,281,6,0.78,3,0.78,11,1.43,1,0.13,2,0.26,22,2.86,0,0.0,359.38,46.85,22.06,1007.684,7.628383501176954
60,98.88,99.7,98.26,358013,82080,84251,31778,119113,40791,0.52,17280,14723,4733,14373,11356,1541,3118,4576,18349,5960,1910,5534,2753,7167,14639,5.97,17.29,8.6,22.39,45.74,93402,1.25,47149,2.48,537,2691,2031,30794,10175,25,0.789,38,0.875,0.738,0.762,43,64,65,504,4.29,391,3.33,13.02,48.48,93.35,951,8.13,37,102.11,682,3568.44,4443581.4,38162.31,0.209617,118048,57086,60962,93.64,114452,3596,96.95,5187,4106,1376,5491,5464,4204,2996,288,2.45,371,6.31,575,4.89,28,0.24,690,5.87,1319,11.22,20,0.34,792.94,13.98,4.44,1566.161,75.37411543257686
61,99.57,99.77,97.26,40214,1099,5403,666,25035,8012,1.29,2356,1508,614,1833,1263,154,300,757,2216,591,57,230,925,1213,1439,1.48,5.95,23.94,31.39,37.24,14899,2.12,8288,3.81,208,593,398,3775,1601,36,0.725,430,0.8290000000000001,0.6459999999999999,0.711,31,70,49,0,0.0,0,0.0,15.71,54.7,42.52,173,5.48,14,126.56,109,3606.88,468976.08,15031.77,0.022123,32338,16190,16148,100.26,31979,359,98.89,1892,1451,483,1905,1862,1401,981,157,4.91,13,0.81,53,1.66,1,0.03,6,0.19,236,7.39,2,0.13,529.22,21.99,7.2,146.025,221.4552302687896
62,99.26,99.92,90.95,1339128,242675,733357,0,297305,65791,0.95,130693,120944,41524,127206,77108,5799,14260,23527,134256,79594,51,32762,9719,39450,169655,0.02,13.02,3.86,15.68,67.42,176427,1.47,110090,2.36,1258,7448,3044,27473,26988,126,0.7859999999999999,47,0.866,0.708,0.7909999999999999,62,68,63,431,1.64,355,1.35,21.9,77.6,43.3,1793,6.9,100,119.48,1174,4434.04,47553588.86,184656.2,2.243248,264390,128627,135763,94.74,264390,0,100.0,16934,14792,4872,17279,13454,10437,7574,457,1.74,553,4.22,828,3.16,58,0.22,621,2.37,2022,7.72,25,0.19,877.46,23.05,8.73,65.70100000000001,4024.139663018827
63,99.53,99.8,99.33,68618,10637,7137,29414,15221,6209,-0.07,4309,3221,1444,2882,2823,381,1422,1594,3667,847,3072,1423,121,1134,1780,40.8,18.9,1.61,15.06,23.64,16302,1.24,8307,2.44,115,1117,663,4297,1797,6,0.7509999999999999,219,0.848,0.718,0.696,43,70,65,35,1.72,28,1.38,14.54,57.06,85.83,153,7.54,3,49.43,119,3586.5,1048119.82,51692.63,0.049443,20301,9916,10385,95.48,18001,2300,88.67,976,761,254,1015,1020,801,562,36,1.77,18,1.77,34,1.68,8,0.39,21,1.03,41,2.02,2,0.2,518.35,20.53,5.94,170.912,118.78042501404232
64,99.73,99.84,99.28,131326,30033,20702,6677,51108,22806,0.65,9204,6062,2163,6889,5424,790,2349,2900,6889,3128,835,5253,406,3319,5453,5.47,34.41,2.66,21.74,35.72,41531,1.43,24251,2.45,193,1570,1501,8519,5491,6,0.7609999999999999,160,0.84,0.685,0.7659999999999999,38,73,60,133,2.22,101,1.69,12.5,47.2,97.4,470,7.9,15,80.16,343,3400.75,1479439.12,25004.46,0.06978999999999999,60222,29529,30693,96.21,53258,6964,88.44,2678,2088,695,2734,2715,2193,1593,157,2.62,111,3.71,127,2.12,17,0.28,96,1.6,293,4.89,9,0.3,728.19,15.26,4.83,849.5260000000003,70.88894277514754
65,98.86,99.61,97.79,936584,172837,266655,9334,367606,120152,0.58,70960,53866,21283,55784,43166,4593,6386,17818,77217,23405,818,14242,15135,28573,66058,0.66,11.41,12.12,22.89,52.92,280928,1.28,174624,2.06,1319,7184,7591,57069,33000,141,0.8009999999999999,20,0.8540000000000001,0.752,0.8,43,72,54,1228,3.39,636,1.76,13.0,48.66,91.8,2653,7.36,92,82.85,1999,3427.23,13771752.86,38402.18,0.649656,364225,176473,187752,93.99,358133,6092,98.33,16116,12948,4326,17000,16619,13133,9586,723,2.0,1693,9.34,1207,3.33,308,0.85,1217,3.36,2371,6.54,92,0.51,905.65,14.35,5.1,667.684,545.5050592795393
66,99.62,99.85,99.69,227628,67021,44947,18169,74186,23304,-0.12,16784,10033,3681,11890,10167,1079,7251,3171,11967,4428,7396,2687,635,6658,9441,27.58,10.02,2.37,24.83,35.21,63573,1.17,31713,2.35,326,2585,2596,19362,6979,12,0.78,66,0.853,0.735,0.7559999999999999,43,66,61,140,1.89,75,1.01,12.56,47.6,102.25,581,7.81,14,62.39,438,3363.02,3260501.42,43775.11,0.153808,74155,36025,38130,94.48,71307,2848,96.16,3084,2481,833,3360,3408,2688,1948,68,0.92,126,3.39,200,2.69,17,0.23,190,2.56,358,4.82,10,0.27,695.75,16.87,4.32,683.192,108.54196184967036
67,99.87,100.0,100.0,4760,799,425,419,2231,886,0.98,666,217,85,371,359,68,207,137,449,90,54,565,0,25,239,6.12,63.99,0.0,2.83,27.07,1427,2.03,853,3.39,15,70,68,262,158,1,0.7440000000000001,274,0.82,0.7120000000000001,0.706,38,79,64,0,0.0,0,0.0,8.3,31.58,78.93,25,8.64,2,217.39,16,3747.07,169771.47,59236.38,0.008009,2945,1489,1456,102.27,2815,130,95.59,145,109,36,143,144,111,80,11,3.77,1,0.69,8,2.74,0,0.0,0,0.0,3,1.03,0,0.0,595.68,16.36,4.06,301.687,9.76177296336932
68,99.9,99.94,99.81,29287,8785,2089,7338,7224,3851,0.01,1188,889,291,879,779,128,214,345,1219,299,274,756,8,314,725,13.19,36.4,0.39,15.12,34.91,7003,1.54,4152,2.6,43,457,263,1049,1036,3,0.7340000000000001,356,0.838,0.662,0.713,34,69,60,23,2.13,23,2.13,12.71,51.95,104.97,100,9.28,3,93.69,79,3778.1,236668.39,21960.51,0.011164,10787,5243,5544,94.57,9869,918,91.49,531,409,136,528,510,386,280,31,2.87,13,2.41,18,1.67,1,0.09,6,0.56,34,3.15,0,0.0,579.65,19.51,4.57,244.158,44.18040776873992
69,90.2,99.68,30.81,203640,2519,69461,40,109441,22179,2.92,8094,4976,2558,5768,4361,383,1426,2064,7648,1932,20,150,500,3532,8868,0.15,1.15,3.83,27.02,67.85,24774,2.43,12815,4.69,103,553,650,7357,3253,43,0.73,388,0.8170000000000001,0.654,0.727,56,62,48,49,0.79,49,0.79,17.35,60.48,39.46,297,4.94,21,101.08,179,3134.85,1606552.93,27417.92,0.075786,63290,31408,31882,98.51,62695,595,99.06,4207,3210,1053,3935,3591,2873,2096,146,2.37,60,1.95,64,1.04,1,0.02,40,0.65,176,2.85,3,0.1,617.07,22.87,8.11,491.546,128.75702375769512
70,99.64,99.55,98.82,14995,1900,2954,1235,6937,1970,1.05,921,533,227,595,569,63,68,170,1003,213,77,455,11,350,561,5.3,31.29,0.76,24.07,38.58,5372,1.43,3007,2.55,25,190,164,1365,611,10,0.768,121,0.845,0.722,0.743,34,74,66,36,4.65,35,4.52,10.03,38.4,125.74,68,8.86,0,0.0,53,3690.81,184902.82,24310.13,0.008722,7816,3849,3967,97.03,7373,443,94.33,321,259,84,305,266,243,193,14,1.81,14,3.62,16,2.07,0,0.0,9,1.16,49,6.33,1,0.26,714.09,11.58,2.76,158.025,49.46052839740547
71,98.92,99.73,99.27,269867,53169,51170,9451,126956,29120,1.11,16224,15754,5094,13525,12039,1320,2653,7357,16983,4985,526,13699,668,7398,9687,1.64,42.84,2.09,23.13,30.29,99741,1.19,45895,2.59,186,2246,2473,39809,9111,21,0.78,66,0.8690000000000001,0.7340000000000001,0.743,38,72,74,146,1.22,66,0.55,12.62,45.68,93.05,801,6.73,24,65.15,581,3140.03,3146638.42,26713.29,0.148437,121329,58965,62364,94.55,118125,3204,97.36,5154,3896,1304,5296,5470,4151,3036,421,3.5,207,3.45,215,1.79,17,0.14,209,1.74,480,4.0,11,0.18,698.14,11.64,3.38,530.031,228.90925247768533
72,76.33,97.63,70.34,52399,678,5102,7299,20307,19012,1.26,2093,1686,645,1443,1517,174,608,717,2019,435,1182,270,18,976,1333,31.28,7.14,0.48,25.83,35.27,12769,2.47,8491,3.72,63,494,144,1968,1589,20,0.7120000000000001,522,0.795,0.64,0.71,33,80,48,0,0.0,0,0.0,12.48,45.73,61.58,204,6.46,12,111.23,127,3060.98,704607.09,22587.18,0.033238,32338,16227,16111,100.72,28210,4128,87.23,1843,1366,451,1756,1746,1421,1041,94,2.94,17,1.06,28,0.88,1,0.03,4,0.13,107,3.35,1,0.06,478.17,32.08,11.18,317.406,101.88213203279079
